"ID","price","carat","depth","table","continent"
31126,754,0.43,62.7,56,1
27211,17534,2,62.9,56,1
23941,12071,1.51,62.5,54,1
20332,8736,1.5,64.2,59,0
13796,5622,1.19,61.2,60,0
53640,552,0.3,61,56,0
37169,972,0.32,61.7,54,1
14626,5902,1.24,62.1,56,1
51171,2346,0.5,62.4,54,0
35005,882,0.42,61.6,61,0
8714,586,0.37,61.4,56,1
16766,6676,1.31,62.7,57,0
13778,5618,1.27,62.6,59,1
3577,3420,0.71,62,61,1
23720,633,0.29,61.4,58,0
35046,884,0.42,60.2,57,1
23214,11220,1.61,61.3,59,0
14143,5739,1.22,60.5,58,1
14518,5864,1.01,61.2,58,0
47387,1847,0.54,61,56,1
39884,1103,0.42,62.1,57,0
23701,631,0.36,62.1,56,1
31445,765,0.34,60.3,54,1
46786,1806,0.52,62.3,59,1
27039,645,0.32,60.7,58,1
32482,795,0.3,61.4,56,0
52376,2505,0.71,59,61,0
45582,1689,0.52,60.9,55,1
33534,829,0.35,60.7,56,1
39297,491,0.3,62.3,57,0
460,2817,0.71,61.4,58,1
28666,677,0.4,62.1,54,1
50636,402,0.23,61,59,0
47350,1845,0.5,62.8,56,1
25485,14266,1.7,62.8,57,0
3716,3453,0.73,61.5,56,1
26217,15613,2.15,60.9,55,1
40654,1154,0.54,61,56,0
49208,2079,0.52,57.2,64,0
9255,4560,1.03,61.8,60,0
10061,591,0.31,61.5,56,1
50206,2227,0.58,62.4,57,0
50800,2306,0.71,61.1,58,0
24537,12825,2.18,63.8,57,0
15864,6346,1.01,60.8,56,1
46129,1744,0.51,62.1,56,1
45889,1720,0.54,61.6,57,1
18771,7677,1.53,59.5,60,0
45104,1648,0.52,61.1,57,0
30162,720,0.4,60.3,62,1
8822,4477,1.23,61,63,1
18149,7353,1.01,59.4,60,0
1816,3056,0.78,61.7,56,1
32262,789,0.3,61.4,60,1
9775,4663,1.12,59.5,59,0
35998,921,0.42,62.5,59,1
26555,16239,2.66,63.8,57,1
46551,1781,0.51,62.5,55,1
11687,5063,1.37,60.7,60,0
10900,4884,1.02,63.4,57,0
51702,2400,0.7,62.9,56,1
45373,1666,0.5,64.1,56,0
35693,911,0.3,61.5,56,1
7734,581,0.3,61.5,56,1
44793,1624,0.5,61.1,61,0
12831,5351,1,59.6,60,1
9650,4641,1.12,61.2,59,1
8249,4375,1.01,60,62,1
15035,605,0.3,62.9,57,1
35709,911,0.3,60.7,60,1
26905,16904,2.26,62.4,57,0
6737,578,0.3,61.5,57,0
12380,597,0.39,63.2,57,0
1543,3001,0.7,63.4,59,1
30057,719,0.41,61.3,60,0
46230,1752,0.5,61.2,60,0
15789,6318,1.26,61.9,58,1
33694,838,0.33,61.8,55,0
33184,818,0.41,63.1,54,0
31688,769,0.26,61.4,56,1
32636,459,0.27,61.4,55,0
48188,1945,0.91,63.1,57,1
26632,16400,2.16,59.7,60,1
29615,439,0.27,61.9,56,1
4984,3739,0.71,60.9,57,1
41487,1232,0.39,61.1,60,1
38123,1013,0.3,60.7,58,1
26232,15654,2.08,62.2,58,0
36062,924,0.31,61.5,58,0
9835,4672,1.01,63.9,57,0
31907,776,0.3,61.2,59,0
6189,3996,1.02,58,60,1
53012,2596,0.7,60.6,58,1
37534,988,0.38,59.5,57,1
20945,9158,1.26,62.1,58,1
21372,626,0.34,61.2,57,1
39696,1088,0.4,59.4,61,0
7841,4303,1.13,62.4,56,0
48635,536,0.3,60.8,65,1
45868,1716,0.51,62.9,56,1
9478,4604,1.02,61.9,58,0
8139,4355,1.01,62.3,58,1
36151,928,0.33,61.5,57,0
41881,1258,0.46,59.9,55,0
19023,620,0.27,60.5,57,1
53738,2723,0.7,62.7,54,1
50008,2195,0.83,63.8,58,1
18889,7745,1.61,61.4,62,1
927,2882,0.7,62.8,56,0
36049,924,0.31,61.3,58,0
1363,2964,1.5,65.6,54,0
14470,5840,1.02,62.2,54.7,1
13652,5587,1.16,60.1,62,1
43179,1390,0.55,61,56,1
37237,975,0.4,62,57,0
91,2757,0.7,62.5,57,0
12902,5373,1.17,61.4,56,1
17501,7035,1.04,60.1,59,0
46414,1767,0.52,61,57,1
16920,6754,1.35,61.8,54,1
12437,5242,1.04,61.8,55,1
24996,13508,1.54,60.2,59,1
32758,803,0.34,61.9,58,1
12003,5147,1.01,59.8,54,0
11038,4921,0.9,60.3,58,0
39966,1106,0.53,61.4,56,0
5963,3950,0.9,63.6,59,0
38697,1041,0.37,61.9,53,1
36382,941,0.38,62.2,58,1
42672,1334,0.51,61,66,0
20042,625,0.42,61.4,56,1
2264,3154,0.7,59.2,61,0
44819,1624,0.5,62.9,59,1
47672,1882,0.51,61.7,55,0
35424,900,0.32,60.5,58,0
25470,14237,1.56,61.3,56,0
42938,505,0.36,61.5,58,1
11947,5132,1.01,61.5,54,1
40393,1132,0.58,62.2,54,0
18249,7413,1.17,61.3,56,1
39541,1080,0.4,62.9,57,1
34057,851,0.36,59.6,58,1
17179,6858,1.12,60.9,55,0
32217,789,0.31,61.3,56,0
39382,1074,0.31,61.6,56,0
18895,7750,1.14,60.9,57,0
14477,5845,1.09,60.2,61,1
17315,6937,1.01,62.7,54,1
17820,7182,1.35,61.6,62,0
28063,660,0.38,59.4,61,1
8601,4441,1.03,64.3,58,1
23311,11351,1.71,60.9,58,1
13972,5689,1.04,62.8,59,0
724,556,0.34,57.5,61,0
25870,14957,1.56,61.3,56,1
2323,3167,1.01,64.5,54,0
1157,2923,0.9,58.7,60,1
51516,2384,0.7,65.8,61,1
6049,576,0.32,62.2,57,1
31712,771,0.42,61.7,54,1
15677,6288,1.23,61.2,55,1
39194,1064,0.38,60,60,0
51711,2401,0.72,60.7,56,1
28580,675,0.3,62.9,56,0
37967,1007,0.41,60.8,58,0
22793,10819,1.51,58.2,58,1
47723,1888,0.52,61.7,56,1
44533,1602,0.51,56.3,61,0
9113,4531,0.9,60.5,54,0
32778,803,0.34,62,59,1
38405,1024,0.35,61.7,56,0
5197,3777,1.01,61.3,57,1
4258,3580,0.9,62.3,58,1
1023,2903,0.75,62.3,57,1
16580,6620,1.21,60.3,60,1
52320,550,0.33,62.8,58,1
27817,650,0.34,61.2,57,0
42603,505,0.32,63.2,54,0
9150,4538,1.09,62.8,56,1
8918,4495,0.8,62.4,54,1
10537,4805,1,61,61,0
27968,658,0.3,61.8,55,1
28889,684,0.36,62.5,58,1
8150,4355,1.01,59.5,55,0
2866,3275,0.72,62.6,55,1
17443,6996,1.56,58.3,63,1
43783,1441,0.57,62.1,55,1
28864,684,0.36,61.4,56,1
115,2762,0.73,62.6,56,1
28782,681,0.37,61.6,59,1
51076,2333,0.7,62.3,60,1
44068,1551,0.55,62.3,56,0
19524,8157,1.02,61,56,0
5632,3878,0.9,62.8,58,0
22390,10412,1.37,58.3,60,0
34953,471,0.29,61.7,56,0
8631,4449,1.13,60.4,56,0
36195,931,0.4,61.6,56,0
47070,1822,0.52,61.8,55,1
11101,4931,0.82,61.3,56,0
44249,1574,0.51,63.7,56,0
8293,4385,0.9,60.8,59,0
23681,11733,1.62,60.1,58,0
53127,2618,0.66,61,57.8,1
34300,858,0.36,59.5,56,0
30506,732,0.31,62.4,56,1
51873,2427,0.67,60.4,65,1
15427,6177,1.04,61.4,57,1
31459,765,0.4,60.9,62,1
34516,868,0.33,61.7,54,0
33608,462,0.31,62.3,56,1
9340,4580,0.94,62.4,56,0
35373,899,0.41,61.7,57,0
38637,489,0.31,63,57,1
31456,765,0.34,59.6,57,0
2868,3276,0.9,58.4,62,0
46338,1758,0.58,61.6,55,0
15039,605,0.3,61.1,55,1
29799,709,0.3,62.2,55,0
23031,631,0.33,59.8,58,0
46256,1754,0.57,61.1,56,0
41684,1240,0.54,61.1,56,0
41837,1253,0.44,61.6,58,1
28831,683,0.41,60,61,1
15164,6095,1.24,62.5,56,0
37569,989,0.41,64.2,55,1
52343,2498,0.72,61.4,58,1
9684,4649,1.23,61.9,54,1
27114,17267,1.86,58.6,62,1
7408,579,0.33,61.1,58,1
24978,13483,1.52,62,58,0
34064,851,0.36,62.7,57,0
53339,2655,1.2,64.4,55,1
6313,4025,1.13,58.3,61,0
798,2862,0.7,58.7,63,0
43718,1437,0.51,59.1,63,1
15305,6144,1.14,61.9,58,1
35684,910,0.41,63.1,64,1
34766,876,0.41,61.9,57,0
50224,2230,0.53,62,58,0
16260,6504,1.01,62,57,0
9866,4679,1.03,61.7,58,0
25988,15197,1.72,61.9,56,0
12790,5331,1.12,63.6,56,1
22419,10443,1.11,61.2,57,0
48178,1944,0.54,60.3,56,1
45333,1662,0.51,62.9,57,1
36976,963,0.4,63,57,1
33094,815,0.37,61.9,54,1
38585,1035,0.5,62.4,61,1
52871,2581,0.73,60.9,57,0
76,554,0.26,59.2,60,1
5131,3763,1,64.6,54,1
48013,1920,0.53,62,54,0
20141,8596,1.2,63.4,56,1
50303,544,0.27,61,61,1
151,2768,0.71,61.7,59,0
4234,3574,0.9,63.2,62,1
50622,401,0.26,61.3,55,1
17576,7077,1.02,61.1,56,0
44205,1569,0.51,61,58,0
33566,830,0.39,63.1,56,1
47893,1913,0.54,61.9,55,0
5662,3881,0.9,63.6,58,1
1967,3089,0.73,61.2,57,1
20887,9107,1.21,61.6,59,1
49950,2189,0.64,62.3,56,1
28558,675,0.3,61.3,56,1
43860,1449,0.53,60.1,59,0
44351,1580,0.56,61.9,55,0
27981,658,0.3,62,55,0
31626,450,0.3,61.3,58,1
22772,10796,1.7,59.3,58,0
44275,1576,0.52,61.6,59,0
37422,984,0.33,61.5,57,0
34446,864,0.31,60.2,57,0
13638,5581,1.02,62,57,0
48718,2011,0.7,62.6,53,1
17526,7055,1.11,61.5,58,1
16993,6787,1.01,63.5,58,0
7328,4209,0.9,61.9,58,0
23071,11104,1.22,59.2,58,0
49815,2166,0.59,61.5,57,1
2023,3105,0.9,62.4,61,1
6831,4120,0.9,63.8,58,1
12340,5226,1.02,58.9,59,0
47781,1896,0.55,61.5,56,1
47259,1843,0.5,60.9,57,1
26719,645,0.32,61.1,57,1
1147,2923,0.72,63,57,1
31380,761,0.31,59.8,62,1
51785,2414,0.7,61.9,56,1
15082,6061,1.11,63.2,57,1
15686,6289,1.23,60.6,54,1
47521,1867,0.61,62,54,1
606,2839,0.74,60,57,0
2608,3220,0.9,60.5,58,1
3796,3464,0.9,60.5,56,0
15231,6115,1.5,63.2,52,0
37937,486,0.26,62.2,56,1
12064,5154,1.08,59.7,60,0
28678,678,0.24,61.8,55,0
27095,17231,2.52,61.5,56,0
6877,4129,1.01,64.9,56,1
35597,907,0.31,63,58,0
37880,1005,0.43,61.6,55.1,1
39876,1103,0.37,61.5,56,1
37135,971,0.4,61.8,55,1
32029,778,0.35,62.7,55,0
31480,765,0.34,60.6,60,0
9327,4579,1,62.7,58,0
3286,3363,0.91,60.3,57,0
12757,5322,1,59.4,63,0
43859,1448,0.71,63.2,55,1
17358,6965,1.24,61.4,59,1
3168,3336,0.75,61.8,56,0
1050,2907,0.72,62.6,56,0
42911,1363,0.55,60.9,57,1
46622,526,0.3,62.2,60,1
27375,647,0.32,61.9,55,0
8690,4459,1.02,61.1,59,0
2622,3226,0.74,62.3,56,1
38206,1016,0.43,61.3,60,0
19295,8013,1.67,58.8,61,0
15425,6176,1.01,62,60,0
15240,6116,1.29,61.1,59,0
20156,8611,1.31,61.8,55,0
28470,672,0.32,62.1,55,0
37525,987,0.39,61.2,56,1
41461,1230,0.41,60,59,0
2063,561,0.32,60.2,60,1
40390,1132,0.53,63.9,55,1
39997,1107,0.41,61.8,56,0
5941,3945,0.9,62.6,62,0
17531,7056,1,62,59,0
45474,1676,0.5,62.8,60,0
36383,941,0.38,59.7,60,1
42121,1279,0.5,57.8,63,1
46334,1758,0.5,62.8,58,0
35980,921,0.35,61.7,56,1
17944,7250,1.7,59.4,59,1
19197,7948,1.25,61.2,57,1
46800,1806,0.7,60.6,57,1
52852,2577,0.67,62.4,55,0
25795,14777,1.62,61.7,56,1
42576,1328,0.51,60.1,59.8,0
11743,5073,1.1,63,56,0
22715,10730,1.5,64,56,1
22778,10800,1.01,63,56,0
21071,9246,1.02,59.9,57,0
14114,5723,1.46,56.3,60,1
51842,2423,0.74,63.8,56,1
24123,12284,2.12,61.4,57,1
34539,868,0.35,60.7,56,1
50128,2211,0.51,62.8,56,0
13875,5650,1.13,61.4,61,0
23123,11148,1.56,61.2,57,0
12390,598,0.28,62,57,1
51404,2369,0.7,65.5,57,1
7546,4246,0.9,60.4,59,0
38581,1035,0.4,61.2,57,1
16080,6421,1.5,63.6,58,0
8729,586,0.27,62,56,0
1174,2929,0.8,61.1,57,1
18560,7567,1.3,61.5,58,0
53621,552,0.3,63.2,56,0
40997,1181,0.42,58.5,63,1
13287,5488,1,62.1,58,0
18130,7340,1.51,59.9,64,0
9574,4626,1,58.3,61,0
14963,6025,1.21,59.5,58,0
46416,1767,0.52,61.5,56,1
3529,3407,0.92,65.6,57,0
18738,7655,1.34,61.6,59,0
27063,17179,2.01,58.9,60,1
28917,684,0.3,62,58,0
21689,9788,1.56,62.5,54,0
32171,787,0.37,62.2,58,1
24868,13286,2.02,64.3,56,0
53262,2648,0.74,61.4,59,0
17137,6838,1.06,62.3,58,1
41522,1235,0.54,60.8,56,1
28680,678,0.24,61.4,57,1
39733,1092,0.53,60.9,55,0
18016,7288,1.01,61.5,57,1
9288,4568,0.92,62.2,55,1
8332,4395,1.09,61.2,62,0
11037,4920,1.06,62.4,55,0
19644,8257,1.77,63.4,60,0
53470,2680,0.71,61.7,56,0
9857,4678,0.9,61.7,56,1
47898,1914,0.54,61.2,56,1
11282,4974,1.03,62,59,1
33409,828,0.28,62.9,52,0
14848,5979,1.51,57,64,0
42592,1331,0.5,62.7,55,0
43133,1388,0.52,63.7,54,0
6704,410,0.25,62.1,60,1
25045,641,0.3,62.8,56,0
41080,1192,0.41,61.2,56,1
23525,11530,1.2,60.9,56,0
41434,1228,0.41,64.1,55,0
16154,6458,1.04,61.6,55,0
9662,4642,1.01,62.4,53,1
37292,977,0.31,59.8,62,0
47812,1902,0.51,61.3,56,1
15967,6389,1,64.1,58,1
860,2871,0.73,63.6,57,1
39958,492,0.33,61.3,56,0
32191,788,0.35,61.3,59,1
11529,5027,1.25,60.7,58,0
10988,4912,1.01,62.4,60,0
21042,625,0.31,61.2,59,0
13200,5455,1.02,61,59,0
7292,4201,0.91,62.8,58,1
47700,1883,0.59,62.3,55,0
52475,2518,0.76,55.5,69,0
17624,7096,1.2,64,61,1
24308,12554,2.11,60.7,60,0
5828,3916,1.11,63.6,58,1
3880,3484,0.9,63.2,57,0
12910,5376,1.2,63.1,59,0
33840,844,0.38,60.4,57,0
20436,8791,1.5,61.5,62,1
29955,445,0.33,63.2,58,0
48853,2032,0.7,63.6,65,1
18663,7627,1.5,61.6,57,1
6592,4078,1.19,62.4,59,0
2116,3119,0.7,61.9,55,1
34585,872,0.51,61.7,56,0
22496,10530,1.29,60.9,58,1
11705,596,0.34,61.3,55,1
37726,995,0.34,61.6,56,1
22751,10767,1.52,62.4,59,1
40844,1173,0.4,61.8,58,1
53382,2662,0.7,60.6,60,1
31077,752,0.33,61.9,58,1
15570,6244,1.01,61.5,58,1
22731,10750,1.5,61.6,55,1
13343,5504,1.26,60.9,58,1
49750,2156,0.62,60.7,56,0
44555,1605,0.52,62.5,58,1
27249,17650,2.06,62.7,58,1
16586,6623,1.08,63.1,57,1
25090,13615,2.21,61.9,56,1
19245,7979,1,62.8,57,0
4820,3703,0.91,62.8,57,0
23618,11642,1.52,62.2,53,0
31556,766,0.38,62.2,56,1
47310,397,0.26,62.2,54,0
19820,8385,1.33,59.5,57,1
48892,2039,0.57,61.8,55,0
48917,2041,0.54,62,56,0
52083,2456,0.84,62,55,0
12471,5250,1.08,62.1,58,0
28998,686,0.34,63.1,57,1
35833,915,0.44,61.9,54,1
15192,6100,1.23,62.2,55,1
9806,4668,0.91,63.2,56,1
47431,1852,0.51,60.2,56,1
8938,4497,1.01,62.8,60,0
18574,7577,1.07,61.6,57,0
32577,801,0.41,62.4,60,0
18501,7535,1.5,62.3,60,1
13166,5444,1.24,61.4,63,1
32785,804,0.31,60.2,56,1
10784,4858,0.79,61.5,55,1
5405,3818,0.95,62.9,57,0
49021,2052,0.71,62,56,0
1194,2933,0.73,59.9,58,1
6199,3998,1.01,63.7,57,1
20200,8640,2.02,63,58,1
32434,792,0.43,61.8,56,0
22948,10993,1.66,62.3,58,0
16585,6623,1.08,62.8,58,0
13660,5592,1.24,61.2,57,0
34689,873,0.3,61.3,55,0
29624,440,0.26,63.4,55,0
25185,13769,2.18,62,57,0
19214,7955,1.5,62.3,57,1
25718,14625,2.17,58.8,62,1
35751,911,0.3,62.9,58,1
9671,4645,1.11,62.3,56,0
18962,7800,1.02,63.1,59,0
49811,2165,0.5,61,57,1
29252,698,0.41,62.4,56,1
24521,12800,1.56,62.2,54,1
29486,702,0.32,61.7,56,0
21342,9483,1.05,61.6,56,1
43459,1417,0.51,59.1,60,0
1834,3061,0.71,63.3,56,0
21863,9925,3.01,62.2,56,0
50043,2199,0.49,61.9,56,1
19229,7965,1.05,61.7,59,1
16276,6509,1.23,61.4,56,0
32524,798,0.35,62.1,56,1
18101,7320,1.52,63.1,60,1
47325,530,0.23,61.3,58,0
7512,4241,0.61,62.1,56,1
38142,1013,0.3,63.1,56,0
34277,468,0.3,61.5,62,1
29399,698,0.31,62.3,56,0
28995,686,0.34,62.1,56,0
8760,4466,0.9,62.5,59,1
40037,1111,0.4,62.3,60,0
17104,6819,1.51,63.1,60,1
49419,2106,0.65,61.8,55,1
18203,7388,1.52,65,57,1
10664,4838,1.2,61.5,58,0
6021,3965,1,68.3,61,1
23985,12146,1.56,60.7,57,1
40621,1153,0.41,62.1,55,0
16651,6659,1.02,63.2,57,0
6110,3977,1.06,60.7,57,0
51561,2389,0.7,58.8,61,1
8104,4347,1.03,60.6,56,1
20934,9140,1.01,63.3,55,1
8370,4400,0.97,62.6,58,1
40583,1153,0.41,60.7,58,0
24133,12304,1.57,62.3,59,1
48454,1975,0.55,62,58,0
16051,6411,1.06,62.7,55,1
14365,5816,1.02,63.6,57,0
26313,15814,2.02,63.5,54,0
37244,976,0.43,61.7,56,0
45106,1649,0.54,61.8,59,0
2861,3274,0.72,61.6,56,1
4975,3735,1.15,59.6,59,0
44017,1546,0.51,62.9,58,1
36980,963,0.38,62,55,1
39198,1064,0.43,61.5,56,0
11817,5092,1.17,60,59,1
12036,596,0.34,61.6,60,0
19588,8216,1,61.4,58,0
43138,1388,0.56,60.9,57,1
52539,2530,1,67.8,53,0
37975,1007,0.4,63.8,59,1
14111,5723,1.36,62,59,1
50102,2207,0.71,63.5,57,1
11818,5093,1.03,62,56,0
6691,408,0.31,60.3,59,0
4244,3577,0.9,59,62,0
41764,1245,0.38,62.4,53.2,1
37841,1002,0.33,62.5,56,0
17010,6793,1.52,61.7,61,0
33510,828,0.4,62.2,61,1
21243,9391,1.53,61.2,55.9,1
31819,775,0.3,62.2,54,0
51059,2331,0.71,60.2,60,1
22522,10558,2.01,62.7,58,1
14966,6027,1.01,59.1,58,1
13128,5431,0.91,62.3,55,1
30266,725,0.36,61.8,55,0
51118,2338,0.97,67.2,61,1
22385,10410,1.1,61,56,1
43699,1436,0.5,62,60,1
21843,9901,1,61,60,0
8462,4414,1.08,62.3,58,0
47922,1915,0.6,62.7,58,0
36839,957,0.37,61.4,58,1
11929,5126,1.01,62.6,55,0
38792,1046,0.31,60.4,59,1
34765,876,0.41,62.9,58,0
53385,2662,0.7,62.6,55,0
12871,5364,1.09,62.4,57,0
33304,826,0.31,61.1,56,0
2349,3172,1.03,62.4,57,0
21284,9440,1.12,61.2,58,0
35463,901,0.31,61.1,55,0
51932,2440,0.78,63.7,60,1
25490,14277,2.2,62.2,56,0
37991,1008,0.32,61.8,60,1
15758,6300,1.5,61.5,65,0
1822,3057,0.9,60.7,58,0
12273,5210,1.01,61.7,59,1
41290,1210,0.5,63.9,56,0
24446,12702,1.5,62.4,56,0
52917,2589,0.72,64.1,64,0
9647,4641,1.01,62.8,58,1
26635,16406,1.09,58.7,61,0
16800,6699,1,60.6,63,1
49990,2192,0.7,63.7,61,0
8001,4327,1.01,59.6,57,1
28517,673,0.31,62,57,1
7906,4313,1.06,62.2,56,1
96,2759,0.7,57.5,58,1
9072,4520,1.03,62.3,56,0
13003,5405,2.14,69.4,57,0
41555,1237,0.5,62.1,59,1
29151,692,0.41,61.6,59,1
48580,1993,0.54,60.6,58,0
22353,628,0.31,62.2,53,1
37344,982,0.31,61.9,56,1
34016,848,0.3,61.8,56,0
2427,3181,0.8,61.7,56,0
21943,10012,1.51,61.3,56,0
14453,5833,1.2,63.2,55,0
12659,5301,1.02,62.3,58,0
20919,9132,1.49,62.4,56,0
24045,633,0.38,61.5,58,0
39216,1066,0.32,60.6,56,1
1240,2943,0.73,61.4,56,0
26752,16558,2.24,61.7,57.7,0
33401,828,0.36,62,55,1
3671,3444,1.02,58.9,62,0
26985,17068,2.01,62.5,56,0
24078,12224,1.71,63.8,58,1
20795,9030,1.23,62,56,0
27210,17534,2.36,60.1,59,1
32746,803,0.33,60.7,56,0
32369,790,0.4,63,55,0
4812,3701,0.9,63.6,61,1
45458,1675,0.7,63.5,56,0
45353,1664,0.59,61.8,60,0
47729,1889,0.58,61.2,54,1
46972,529,0.28,60.3,58,1
1265,2948,0.73,61.7,55,1
38952,489,0.31,62.8,57,0
378,2810,0.7,61.8,56,1
20220,8652,1.54,61.1,59,1
3124,3326,0.96,61.5,57,1
50646,544,0.31,63,57,0
22503,10539,1.33,62,55,0
40821,1170,0.51,63,56,1
5502,3845,0.74,61.7,56,1
15676,6288,1.01,59.4,61,0
17066,612,0.32,63.5,56,0
39038,1056,0.37,61.2,56,0
8597,4441,1.03,61,60,1
31820,775,0.3,60.5,55,1
26101,15354,3.04,63.2,59,0
19518,8149,1.06,59.6,58,1
635,2841,1,58.9,60,1
40167,1117,0.58,63.3,58,0
31918,776,0.3,63.1,59,0
49400,2105,0.5,61.5,59,0
33697,838,0.33,61.7,55,0
42687,1337,0.5,63.5,57,0
15023,6048,1,62,57,0
34558,871,0.38,60.4,56,1
37828,1002,0.33,59.6,56,0
35020,882,0.4,63.2,56,0
39404,1076,0.41,62.5,55,0
46353,1759,0.57,61.9,56,0
44809,1624,0.5,60,57,0
5432,3827,1.01,63,60,1
39601,491,0.3,61,58,0
45968,526,0.35,63.3,56,0
27074,17197,2.01,60.7,57,1
4858,3710,0.71,61.4,57,0
18153,7357,1.4,62,60,1
42301,1294,0.51,59.5,60,1
10130,4719,1.32,62.4,58,0
5055,573,0.31,60.5,60,1
43019,1370,0.5,61.9,53,0
23160,11176,1.52,63.5,58,1
6146,3989,0.9,61.9,58,0
17456,7000,1.24,61.6,59,0
51499,2382,0.71,64.5,57,0
50209,2228,0.75,61.9,56,0
49693,2145,0.71,61.1,60.6,0
41589,389,0.23,59.2,61,1
38926,1052,0.33,60.4,60,0
46206,1750,0.6,62.2,58,1
24389,638,0.41,62.8,58,1
47449,1857,0.53,62.3,56,0
52497,2524,0.77,62.6,55,0
39941,492,0.23,61.3,61,1
44892,1629,0.5,63,54,1
31711,771,0.41,60.6,60,1
47440,1855,0.56,60.7,55,0
23501,11510,2,62.8,57,1
20465,8808,1.54,61.5,61,0
25691,644,0.38,60.1,60,0
26979,17063,2.15,61.8,57,0
50076,2203,0.72,65.9,57,1
25223,13823,1.27,61,57,1
51820,2419,0.51,59.3,59,0
11127,4939,1,60,57,0
30102,720,0.32,61.3,60,0
29261,698,0.31,59,60,0
21497,9596,1.2,61.4,55,1
51275,2359,0.72,62,57,0
32053,780,0.35,61.5,56,0
26127,15412,2.04,63.1,58,1
24825,13215,1.52,60.9,56,0
15314,6147,1.96,66.8,55,1
2873,3276,1,62.4,63,0
47991,533,0.32,63.2,55,0
16771,6680,1.51,60.4,62,1
13447,5521,1.12,61.9,57,1
31971,452,0.26,61.8,55,1
34733,876,0.37,60.4,58,1
15552,6236,1.31,61.4,60,0
11740,5072,1.22,62.9,56,1
22206,10255,1.7,60.8,56,1
18091,7312,1.27,59.2,60,1
51167,2346,0.71,62.1,59,0
47258,1843,0.5,61.5,56,1
18210,7391,1.03,61.2,57,0
4396,571,0.31,63,54,0
4702,3678,1.13,62.2,55,1
21446,9548,1.5,62.1,59,1
33885,844,0.3,62.6,54,0
13596,5561,1.04,61.2,59,1
49971,540,0.33,59,62,1
47767,1893,0.62,62.5,60.8,1
21625,9715,1.32,61.4,54,1
37490,984,0.35,62.1,56,1
2040,3107,0.7,60.4,63,1
471,2818,0.7,61.8,60,0
45905,1720,0.54,60.2,62,0
18822,7708,1.5,63.4,57,1
40011,1107,0.41,62.8,57,1
42753,1343,0.58,62.2,55,1
44168,1565,0.6,61.3,61.2,1
33402,828,0.47,65.2,59,1
34024,849,0.35,61.7,55,0
2547,3206,0.7,59.9,62,0
38768,1046,0.31,62.2,56,0
53813,2734,0.75,63.4,58,0
20444,8794,1.51,62.6,60,0
13122,5430,1.01,62.4,59,0
48647,537,0.23,63.8,56,1
49895,2177,0.6,63.2,56,1
29807,709,0.3,62,60,0
52140,2469,0.76,61.1,55,1
3901,3489,0.72,61.8,56,1
9020,4514,1,60.2,62,0
49639,540,0.32,63.4,55,1
45005,1637,0.54,63.1,58,1
2597,3218,0.52,62,57,1
11944,5131,1.1,63.6,58,1
14076,5710,1.03,62.9,56,1
25667,14581,2.09,61.4,60,0
